2332.4	26.8	6.1	1.03
2379.1	26.7	5	0.99
2447.7	26.7	4.6	1.34
2488.1	26.7	4.2	1.50
2521.4	26.9	4.1	1.94
2535.5	26.8	4.2	2.36
2523.9	26.8	4.2	2.48
2543.8	27.2	4.3	2.69
2540.6	27.4	3.9	2.81
2582.1	27.6	4.2	2.93
2597.9	27.8	3.7	2.93
2591.7	28.1	4.3	3.00
2616.6	28.3	4.4	3.23
2589.1	28.4	5.2	3.25
2519.0	28.8	6.7	1.86
2534.5	28.9	7.3	0.94
2593.9	28.9	7.1	1.32
2654.3	28.9	6.2	2.16
2708.0	28.9	5.6	2.57
2776.4	29.1	5	3.08
2773.1	29.3	5.5	3.58
2782.8	29.4	5.3	3.99
2845.3	29.4	5.4	3.93
2832.0	29.6	5.4	3.70
2836.6	29.6	5.5	2.94
2800.2	29.8	6.6	2.30
2816.9	29.8	6.9	2.00
2869.6	29.8	6.9	1.73
2915.9	30	6.7	1.68
2975.3	30	6	2.40
3028.7	30.1	5.6	2.46
3062.1	30.2	5.5	2.61
3090.4	30.4	5.6	2.85
3097.9	30.4	5.5	2.92
3138.4	30.5	5.7	2.97
3177.7	30.6	5.6	2.96
3237.6	30.7	5.5	3.33
3262.2	30.9	5.5	3.45
3335.4	30.9	5.4	3.46
3373.7	31	5.2	3.49
3419.5	31.1	5.1	3.46
3429.0	31.2	5	3.58
3513.3	31.3	4.7	3.97
3560.9	31.6	4.6	4.08
3633.2	31.6	4.3	4.07
3720.8	31.8	4	4.17
3812.2	32.1	3.8	4.56
3824.9	32.4	3.8	4.91
3850.0	32.7	3.7	5.41
3881.2	32.9	3.8	5.56
3915.4	33	3.8	4.82
3916.2	33.3	3.9	3.99
3947.5	33.6	3.8	3.89
3977.6	33.9	3.8	4.17
4059.5	34.3	3.7	4.79
4128.5	34.7	3.7	5.98
4156.7	35.1	3.4	5.94
4174.7	35.5	3.4	5.92
4240.5	36.1	3.4	6.57
4252.8	36.6	3.5	8.33
4279.7	37.1	3.7	8.98
4259.6	37.7	3.5	8.94
4252.9	38.2	4.4	8.57
4260.7	38.8	4.9	7.88
4298.6	39.2	5.4	6.70
4253.0	39.8	6.1	5.57
4370.3	40	6	3.86
4395.1	40.6	5.9	4.56
4430.2	40.8	6	5.47
4442.5	41.1	6	4.75
4521.9	41.4	5.8	3.54
4629.1	41.7	5.7	4.30
4673.5	42.1	5.5	4.74
