4750.5	42.5	5.2	5.14
4872.0	43.3	4.9	6.54
4928.4	44.2	4.9	7.82
4902.1	45.2	4.8	10.56
4948.8	46.2	4.9	10.00
4905.4	47.8	5.1	9.32
4918.0	49	5.4	11.25
4869.4	50.6	5.9	12.09
4850.2	51.9	7.2	9.35
4791.2	52.7	8.6	6.30
4827.8	53.6	8.8	5.42
4909.1	54.6	8.4	6.16
4973.3	55.5	8.2	5.41
5086.3	55.9	7.6	4.83
5124.6	56.8	7.6	5.20
5149.7	57.6	7.6	5.28
5187.1	58.2	7.8	4.87
5247.3	59.5	7.4	4.66
5351.6	60.7	7.2	5.16
5447.3	61.4	6.8	5.82
5446.1	62.1	6.4	6.51
5464.7	63.4	6.3	6.76
5679.7	65.2	5.9	7.28
5735.4	66.5	6	8.10
5811.3	67.7	6	9.58
5821.0	69.8	5.8	10.07
5826.4	72.3	5.7	10.18
5868.3	74.6	5.9	10.95
5884.5	76.7	6	13.58
5903.4	80.1	6.3	15.05
5782.4	82.7	7.6	12.69
5771.7	84	7.5	9.84
5878.4	86.3	7.2	15.85
6000.6	88.5	7.4	16.57
5952.7	90.6	7.5	17.78
6025.0	93.2	7.6	17.58
5950.0	94	8.5	13.59
5852.3	94.5	9	14.23
5884.0	97	9.6	14.51
5861.4	97.9	10.1	11.01
5866.0	97.6	10.8	9.29
5938.9	97.9	10.3	8.65
6072.4	99.5	10.1	8.80
6192.2	100.7	9.2	9.46
6320.2	101.3	8.3	9.43
6442.8	102.6	7.8	9.69
6554.0	103.7	7.2	10.56
6617.7	105	7.3	11.39
6671.6	105.3	7.3	9.27
6734.5	106.4	7.2	8.48
6791.5	107.6	7.4	7.92
6897.6	108.3	7.1	7.90
6950.0	109.3	7	8.10
7016.8	108.8	7.2	7.83
7045.0	109.5	7.2	6.92
7112.9	110.2	7	6.21
7147.3	110.5	6.6	6.27
7186.9	112.1	6.6	6.22
7263.3	113.5	6.2	6.65
7326.3	115	5.9	6.84
7451.7	115.4	5.7	6.92
7490.2	116.5	5.7	6.66
7586.4	118	5.4	7.16
7625.6	119.8	5.4	7.98
7727.4	120.5	5.3	8.47
7799.9	122.3	5	9.44
7858.3	124.1	5.3	9.73
7920.6	125	5.3	9.08
7937.9	126.1	5.4	8.61
8020.8	128.7	5.2	8.25
8052.7	129.9	5.2	8.24
8052.6	132.7	5.9	8.16
7982.0	133.8	6.3	7.74
7943.4	135	6.8	6.43
7997.0	136	6.9	5.86
8030.7	137.2	6.9	5.64
8062.2	137.9	7.3	4.82
8150.7	139.3	7.4	4.02
8237.3	140.2	7.8	3.77
8322.3	141.3	7.6	3.26
8409.8	141.9	7.4	3.04
8425.3	143.6	7	3.04
8479.2	144.4	7	3.00
8523.8	145.1	6.7	3.06
8636.4	145.8	6.5	2.99
8720.5	147.2	6.5	3.21
8839.8	148	6.1	3.94
8896.7	149.4	5.9	4.49
8995.5	149.7	5.5	5.17
9017.6	151.4	5.4	5.81
9037.0	152.5	5.6	6.02
9112.9	153.2	5.6	5.80
9176.4	153.5	5.6	5.72
9239.3	155.7	5.5	5.36
9399.0	156.7	5.3	5.24
9480.8	157.8	5.2	5.31
9584.3	158.6	5.4	5.28
9658.0	160	5.2	5.28
9801.2	160.3	5	5.52
9924.2	161.2	4.9	5.53
10000.3	161.3	4.7	5.51
10094.8	162.2	4.7	5.52
10185.6	163	4.5	5.50
10320.0	163.6	4.6	5.53
10498.6	163.9	4.4	4.86
10592.1	165	4.2	4.73
10674.9	166.2	4.3	4.75
10810.7	167.9	4.2	5.09
11004.8	168.3	4	5.31
11033.6	171.2	4	5.68
11248.8	172.4	4	6.27
11258.3	173.7	3.9	6.52
11325.0	174	3.9	6.47
11287.8	176.2	4.3	5.59
11361.7	178	4.5	4.33
11330.4	178.3	5	3.50
11370.0	176.7	5.7	2.13
11467.1	178.8	5.7	1.73
11528.1	179.9	5.8	1.75
11586.6	181	5.7	1.74
11590.6	180.9	6	1.44
11638.9	184.2	5.9	1.25
11737.5	183.7	6.3	1.25
11930.7	185.2	6.1	1.02
12038.6	184.3	5.7	1.00
12117.9	187.4	5.8	1.00
12195.9	189.7	5.6	1.01
12286.7	189.9	5.4	1.43
12387.2	190.3	5.4	1.95
12515.0	193.3	5.2	2.47
12570.7	194.5	5	2.94
12670.5	198.8	5	3.46
12735.6	196.8	4.9	3.98
12896.4	199.8	4.7	4.46
12948.7	202.9	4.6	4.91
12950.4	202.9	4.5	5.25
13038.4	201.8	4.4	5.25
13056.1	205.352	4.4	5.26
13173.6	208.352	4.6	5.25
13269.8	208.49	4.7	5.07
13326.0	210.036	5	4.50
13266.8	213.528	5.1	3.18
13310.5	218.815	5.6	2.09
13186.9	218.783	6.1	1.94
12883.5	210.228	7.3	0.51
12711.0	212.709	8.7	0.18
12701.0	215.693	9.5	0.18
12746.7	215.969	9.8	0.16
12873.1	215.949	9.9	0.12
12947.6	217.631	9.8	0.13
13019.6	217.965	9.4	0.19
13103.5	218.439	9.5	0.19
13181.2	219.179	9.4	0.19
13183.8	223.467	8.9	0.16
13264.7	225.722	9.1	0.09
13306.9	226.889	9	0.08
13441.0	225.672	8.5	0.07
13506.4	229.392	8.2	0.10
13558.0	229.478	8.2	0.15
